Brand,Nume,Pret_Nou,Pret_vechi,Marime,Gen,Data
ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"299,99","299,99",39 1/3,barbati,2019-11-03 17:32:49.007056

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"329,99","329,99",39 1/3,barbati,2019-11-03 17:32:50.550335

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"329,99","329,99",39 1/3,barbati,2019-11-03 17:32:51.927544

CHAMPION,CHAMPION Pantofi sport IONX,"95,00","95,00",40,barbati,2019-11-03 17:32:53.306213

CHAMPION,CHAMPION Pantofi sport IONX,"95,00","95,00",40,barbati,2019-11-03 17:32:54.930291

CHAMPION,CHAMPION Pantofi sport JADE,"249,99","250,00",40,barbati,2019-11-03 17:32:56.428357

CHAMPION,CHAMPION Pantofi sport JADE,"249,99","250,00",40,barbati,2019-11-03 17:32:57.913154

ELLESSE,ELLESSE Pantofi sport JAMIE,"74,24","99,00",38,barbati,2019-11-03 17:32:59.263295

ELLESSE,ELLESSE Pantofi sport JAMIE,"74,24","99,00",36,barbati,2019-11-03 17:33:00.802874

CHAMPION,CHAMPION Pantofi sport JANE,"199,99","199,99",40,barbati,2019-11-03 17:33:02.440525

CHAMPION,CHAMPION Pantofi sport JANE,"199,99","199,99",40,barbati,2019-11-03 17:33:04.171913

ELLESSE,ELLESSE Pantofi sport JANNY,"199,99","199,99",36,barbati,2019-11-03 17:33:05.748110

ELLESSE,ELLESSE Pantofi sport JANNY,"239,99","239,99",36,barbati,2019-11-03 17:33:07.258230

ELLESSE,ELLESSE Pantofi sport JESSY,"78,40","112,00",36,barbati,2019-11-03 17:33:08.670752

ELLESSE,ELLESSE Pantofi sport JESSY,"78,40","112,00",36,barbati,2019-11-03 17:33:10.048885

ELLESSE,ELLESSE Pantofi sport JESSY,"78,40","112,00",36,barbati,2019-11-03 17:33:11.603941

ELLESSE,ELLESSE Pantofi sport JINX,"239,99","239,99",36,barbati,2019-11-03 17:33:13.257955

ELLESSE,ELLESSE Pantofi sport JINX,"239,99","239,99",36,barbati,2019-11-03 17:33:14.756529

SLAZENGER,SLAZENGER Pantofi sport JOLLY W,"93,50","169,99",40,barbati,2019-11-03 17:33:16.157248

SLAZENGER,SLAZENGER Pantofi sport JOLLY W,"93,50","169,99",40,barbati,2019-11-03 17:33:17.633321

ADIDAS,ADIDAS Pantofi sport KANADIA 7 TR W,"233,00","233,00",39 1/3,barbati,2019-11-03 17:33:19.158144

ADIDAS,ADIDAS Pantofi sport KANADIA 7 TR W,"240,00","240,00",40 2/3,barbati,2019-11-03 17:33:20.786756

ELLESSE,ELLESSE Pantofi sport KATE,"239,99","239,99",37,barbati,2019-11-03 17:33:22.169632

ELLESSE,ELLESSE Pantofi sport KATE,"239,99","239,99",36,barbati,2019-11-03 17:33:23.727994

LOTTO,LOTTO Pantofi sport KATLIN,"120,00","199,99",37,barbati,2019-11-03 17:33:25.156369

LOTTO,LOTTO Pantofi sport KATLIN,"120,00","199,99",37,barbati,2019-11-03 17:33:26.916270

SKECHERS,SKECHERS Pantofi sport KEEPSAKES - LEATHERETTE,"161,00","161,00",37,barbati,2019-11-03 17:33:31.616122

SKECHERS,SKECHERS Pantofi sport KEEPSAKES 2.0 - PIKES PEAK,"161,00","161,00",36,barbati,2019-11-03 17:33:32.944061

ELLESSE,ELLESSE Pantofi sport KELLY BOOT LOW,"279,99","280,00",36,barbati,2019-11-03 17:33:34.453108

ELLESSE,ELLESSE Pantofi sport KYLIE,"75,99","95,00",36,barbati,2019-11-03 17:33:36.371047

ELLESSE,ELLESSE Pantofi sport KYLIE,"80,75","95,00",36,barbati,2019-11-03 17:33:37.897080

ELLESSE,ELLESSE Pantofi sport KYLIE,"95,00","95,00",36,barbati,2019-11-03 17:33:39.286260

ELLESSE,ELLESSE Pantofi sport KYLIE,"102,60","114,00",36,barbati,2019-11-03 17:33:40.510715

ELLESSE,ELLESSE Pantofi sport LAMBA,"91,20","114,00",38,barbati,2019-11-03 17:33:43.465648

ELLESSE,ELLESSE Pantofi sport LAMBA,"71,25","95,00",38,barbati,2019-11-03 17:33:45.986413

CHAMPION,CHAMPION Pantofi sport LEXI,"85,80","110,00",40,barbati,2019-11-03 17:33:47.858408

CHAMPION,CHAMPION Pantofi sport LEXI,"85,80","110,00",40,barbati,2019-11-03 17:33:49.383036

CHAMPION,CHAMPION Pantofi sport LEXI,"209,99","209,99",40,barbati,2019-11-03 17:33:51.212977

CHAMPION,CHAMPION Pantofi sport LEXI,"209,99","209,99",40,barbati,2019-11-03 17:33:52.870123

ADIDAS,ADIDAS Pantofi sport LIGRA 3 W,"162,00","161,99",39 1/3,barbati,2019-11-03 17:33:54.434981

ADIDAS,ADIDAS Pantofi sport LIGRA 6,"180,00","180,00",39 1/3,barbati,2019-11-03 17:33:55.863825

ADIDAS,ADIDAS Pantofi sport LIGRA 6,"180,00","180,00",40,barbati,2019-11-03 17:33:57.543042

ADIDAS,ADIDAS Pantofi sport LIGRA 6,"168,00","168,00",41 1/3,barbati,2019-11-03 17:33:59.275402

ADIDAS,ADIDAS Pantofi sport LIGRA 6,"259,99","259,99",39 1/3,barbati,2019-11-03 17:34:01.005251

ELLESSE,ELLESSE Pantofi sport LINA,"95,25","127,00",36,barbati,2019-11-03 17:34:02.794418

ELLESSE,ELLESSE Pantofi sport LINA,"95,20","119,00",36,barbati,2019-11-03 17:34:04.428408

ELLESSE,ELLESSE Pantofi sport LINA,"101,60","127,00",36,barbati,2019-11-03 17:34:06.011014

ELLESSE,ELLESSE Pantofi sport LITA,"42,57","56,00",37,barbati,2019-11-03 17:34:07.940974

ADIDAS,ADIDAS Pantofi sport LITE RACER CLN,"195,00","195,01",39 1/3,barbati,2019-11-03 17:34:09.637946

ADIDAS,ADIDAS Pantofi sport LITE RACER CLN,"182,00","182,00",39 1/3,barbati,2019-11-03 17:34:11.264093

ADIDAS,ADIDAS Pantofi sport LITE RACER W,"156,00","156,00",41 1/3,barbati,2019-11-03 17:34:12.802381

ADIDAS,ADIDAS Pantofi sport LITE RACER W,"159,25","175,00",41 1/3,barbati,2019-11-03 17:34:15.477959

ADIDAS,ADIDAS Pantofi sport LITE RACER W,"166,60","196,00",39 1/3,barbati,2019-11-03 17:34:17.220987

KRONOS,KRONOS Pantofi sport LOLA,"149,99","149,99",36,barbati,2019-11-03 17:34:19.017496

KRONOS,KRONOS Pantofi sport LOLA,"149,99","149,99",36,barbati,2019-11-03 17:34:20.756287

CHAMPION,CHAMPION Pantofi sport LUCY,"96,25","175,00",41,barbati,2019-11-03 17:34:22.606535

ELLESSE,ELLESSE Pantofi sport LULU 01.BLUE,"81,00","90,00",36,barbati,2019-11-03 17:34:24.186072

ELLESSE,ELLESSE Pantofi sport LULU 03.ORANGE,"81,00","90,00",36,barbati,2019-11-03 17:34:25.719204

CHAMPION,CHAMPION Pantofi sport LYNDA,"219,99","220,00",40,barbati,2019-11-03 17:34:27.227321

CHAMPION,CHAMPION Pantofi sport LYNDA,"219,99","220,00",40,barbati,2019-11-03 17:34:28.863110

ELLESSE,ELLESSE Pantofi sport MABEL,"95,00","95,00",36,barbati,2019-11-03 17:34:30.369156

ELLESSE,ELLESSE Pantofi sport MABEL 20.BRONSE,"85,00","100,00",37,barbati,2019-11-03 17:34:31.863140

ELLESSE,ELLESSE Pantofi sport MABEL MICROPUNCH,"75,99","95,00",37,barbati,2019-11-03 17:34:33.610473

ELLESSE,ELLESSE Pantofi sport MABEL MICROPUNCH,"76,95","95,00",37,barbati,2019-11-03 17:34:36.860238

ELLESSE,ELLESSE Pantofi sport MALIBOO,"105,00","105,01",36,barbati,2019-11-03 17:34:38.386792

ELLESSE,ELLESSE Pantofi sport MALIBOO,"105,00","105,01",36,barbati,2019-11-03 17:34:40.208798

ADIDAS,ADIDAS Pantofi sport MANA BOUNCE W,"216,00","216,00",40,barbati,2019-11-03 17:34:41.699384

ELLESSE,ELLESSE Pantofi sport MAREL,"120,00","120,00",36,barbati,2019-11-03 17:34:43.344753

ELLESSE,ELLESSE Pantofi sport MAREL,"120,00","120,00",36,barbati,2019-11-03 17:34:45.158072

ELLESSE,ELLESSE Pantofi sport MARGIE,"150,45","177,00",36,barbati,2019-11-03 17:34:48.452481

ELLESSE,ELLESSE Pantofi sport MARGIE,"150,45","177,00",36,barbati,2019-11-03 17:34:50.400631

ELLESSE,ELLESSE Pantofi sport MARGIE,"150,45","177,00",36,barbati,2019-11-03 17:34:52.298781

ELLESSE,ELLESSE Pantofi sport MARTA,"114,00","114,00",36,barbati,2019-11-03 17:34:53.769922

ELLESSE,ELLESSE Pantofi sport MARTA,"114,00","114,00",36,barbati,2019-11-03 17:34:55.706518

CHAMPION,CHAMPION Pantofi sport MATTA,"199,99","199,99",40,barbati,2019-11-03 17:35:01.489971

CHAMPION,CHAMPION Pantofi sport MELANY PU,"96,00","96,00",40,barbati,2019-11-03 17:35:02.952816

CHAMPION,CHAMPION Pantofi sport MIAMI,"189,99","190,00",40,barbati,2019-11-03 17:35:04.389144

CHAMPION,CHAMPION Pantofi sport MIAMI,"105,00","105,01",40,barbati,2019-11-03 17:35:05.998115

ELLESSE,ELLESSE Pantofi sport MICHELE LOW,"85,00","85,00",36,barbati,2019-11-03 17:35:07.457049

ELLESSE,ELLESSE Pantofi sport MICHELE LOW,"85,00","85,00",36,barbati,2019-11-03 17:35:09.005960

ELLESSE,ELLESSE Pantofi sport MICHELLE LOW,"76,80","96,00",38,barbati,2019-11-03 17:35:10.214444

ELLESSE,ELLESSE Pantofi sport MISHEL LOW,"69,29","99,00",41,barbati,2019-11-03 17:35:11.531815

LOTTO,LOTTO Pantofi sport MOLY,"129,99","130,00",37,barbati,2019-11-03 17:35:13.053446

LOTTO,LOTTO Pantofi sport MOLY,"129,99","130,00",37,barbati,2019-11-03 17:35:14.545845

LOTTO,LOTTO Pantofi sport MONTANA,"80,75","95,00",37,barbati,2019-11-03 17:35:16.087122

LOTTO,LOTTO Pantofi sport MYRA,"149,99","149,99",37,barbati,2019-11-03 17:35:17.698123

LOTTO,LOTTO Pantofi sport MYRA,"149,99","149,99",37,barbati,2019-11-03 17:35:19.243670

CHAMPION,CHAMPION Pantofi sport NATA,"89,25","105,01",38,barbati,2019-11-03 17:35:20.579738

CHAMPION,CHAMPION Pantofi sport NATA,"88,20","147,00",38,barbati,2019-11-03 17:35:21.921076

LOTTO,LOTTO Pantofi sport NEOX,"86,69","101,99",38,barbati,2019-11-03 17:35:23.357736

CHAMPION,CHAMPION Pantofi sport NEVA,"100,00","100,00",40,barbati,2019-11-03 17:35:24.809902

CHAMPION,CHAMPION Pantofi sport NEVA,"100,00","100,00",40,barbati,2019-11-03 17:35:27.083082

CHAMPION,CHAMPION Pantofi sport NEVA SPECIAL,"219,99","220,00",40,barbati,2019-11-03 17:35:28.750163

CHAMPION,CHAMPION Pantofi sport NEVA SPECIAL,"219,99","220,00",40,barbati,2019-11-03 17:35:30.268785

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE SHOES,"280,00","280,00",40,barbati,2019-11-03 17:35:32.023053

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE SHOES,"186,00","186,00",39,barbati,2019-11-03 17:35:34.426534

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE SHOES,"259,00","259,00",36,barbati,2019-11-03 17:35:36.389227

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE SNEAKERS,"171,19","214,00",37,barbati,2019-11-03 17:35:38.576278

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 373,"329,99","329,99",39,barbati,2019-11-03 17:35:40.608401

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 373,"369,99","369,99",39,barbati,2019-11-03 17:35:42.473438

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 410,"182,00","182,00",39,barbati,2019-11-03 17:35:44.666200

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 410,"182,00","182,00",39,barbati,2019-11-03 17:35:46.462706

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 500,"182,00","182,00",39,barbati,2019-11-03 17:35:48.902928

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 500,"174,00","174,00",39,barbati,2019-11-03 17:35:50.853666

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 520,"209,70","233,00",39,barbati,2019-11-03 17:35:53.018405

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 520,"209,70","233,00",39,barbati,2019-11-03 17:35:55.057633

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 520,"209,70","233,00",39,barbati,2019-11-03 17:35:56.933629

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"278,00","278,00",39,barbati,2019-11-03 17:35:58.838075

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"278,00","278,00",39,barbati,2019-11-03 17:36:01.404746

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"206,00","206,00",39,barbati,2019-11-03 17:36:03.417916

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"306,00","360,00",37,barbati,2019-11-03 17:36:05.024760

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"207,48","247,00",40.5,barbati,2019-11-03 17:36:06.627271

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"459,99","459,99",39,barbati,2019-11-03 17:36:08.392750

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"429,99","429,99",37,barbati,2019-11-03 17:36:10.323182

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE W 574,"459,99","459,99",39,barbati,2019-11-03 17:36:12.063962

ELLESSE,ELLESSE Pantofi sport BIANCA,"67,15","85,00",39,femei,2019-11-03 17:36:59.261925

ELLESSE,ELLESSE Pantofi sport BIANCA,"68,00","85,00",37,femei,2019-11-03 17:37:00.556489

CHAMPION,CHAMPION Pantofi sport BOSTON,"101,99","119,99",40,femei,2019-11-03 17:37:01.823727

CHAMPION,CHAMPION Pantofi sport BOSTON,"78,85","95,00",39,femei,2019-11-03 17:37:02.906823

CHAMPION,CHAMPION Pantofi sport BOSTON A,"95,00","95,00",40,femei,2019-11-03 17:37:04.092448

ELLESSE,ELLESSE Pantofi sport BRAY,"73,49","98,00",36,femei,2019-11-03 17:37:05.233822

ELLESSE,ELLESSE Pantofi sport BRAY,"73,49","98,00",36,femei,2019-11-03 17:37:06.392336

CONVERSE,CONVERSE Pantofi sport BREAKPOINT,"176,63","191,99",38.5,femei,2019-11-03 17:37:07.559908

CONVERSE,CONVERSE Pantofi sport BREAKPOINT,"160,00","160,00",37.5,femei,2019-11-03 17:37:08.584660

ELLESSE,ELLESSE Pantofi sport BRENDY,"169,99","169,99",36,femei,2019-11-03 17:37:09.739362

ELLESSE,ELLESSE Pantofi sport BROOKS,"84,00","112,00",36,femei,2019-11-03 17:37:10.917415

ELLESSE,ELLESSE Pantofi sport BROOKS,"84,00","112,00",37,femei,2019-11-03 17:37:12.097500

ELLESSE,ELLESSE Pantofi sport BROOKS,"84,00","112,00",37,femei,2019-11-03 17:37:13.258797

ADIDAS,ADIDAS Pantofi sport CAMPUS W,"276,00","276,00",39 1/3,femei,2019-11-03 17:37:14.413207

ELLESSE,ELLESSE Pantofi sport CANDY LOW,"84,00","105,01",37,femei,2019-11-03 17:37:15.947332

ELLESSE,ELLESSE Pantofi sport CANDY LOW,"84,00","105,01",37,femei,2019-11-03 17:37:17.117274

ELLESSE,ELLESSE Pantofi sport CANDY MID,"67,51","75,01",37,femei,2019-11-03 17:37:18.240114

SLAZENGER,SLAZENGER Pantofi sport CANVAS PUMP LDS 40,"23,79","34,99",40,femei,2019-11-03 17:37:19.341033

SLAZENGER,SLAZENGER Pantofi sport CANVAS PUMP LDS 40,"23,79","34,99",41,femei,2019-11-03 17:37:20.385249

PUMA,PUMA Pantofi sport CARINA L,"289,99","289,99",40,femei,2019-11-03 17:37:21.588619

PUMA,PUMA Pantofi sport CARINA L,"289,99","289,99",40,femei,2019-11-03 17:37:22.677053

PUMA,PUMA Pantofi sport CARINA L,"289,99","289,99",40,femei,2019-11-03 17:37:24.484180

ELLESSE,ELLESSE Pantofi sport CAROLINA,"75,99","95,00",36,femei,2019-11-03 17:37:25.712772

ELLESSE,ELLESSE Pantofi sport CAROLINA,"88,00","88,00",36,femei,2019-11-03 17:37:26.891413

ELLESSE,ELLESSE Pantofi sport CAROLINA,"75,99","95,00",37,femei,2019-11-03 17:37:28.116763

ELLESSE,ELLESSE Pantofi sport CELIE,"80,50","115,00",36,femei,2019-11-03 17:37:29.365000

ELLESSE,ELLESSE Pantofi sport CELIE,"82,80","92,00",36,femei,2019-11-03 17:37:30.598454

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE,"389,99","389,99",39 1/3,femei,2019-11-03 17:37:32.144933

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE,"208,26","234,00",39 1/3,femei,2019-11-03 17:37:33.423199

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE,"222,00","221,99",40,femei,2019-11-03 17:37:34.723087

ADIDAS,ADIDAS Pantofi sport CF ADVANTAGE CL W,"198,47","222,99",39 1/3,femei,2019-11-03 17:37:36.046683

ADIDAS,ADIDAS Pantofi sport CF DAILY QT CL W,"190,40","238,00",39 1/3,femei,2019-11-03 17:37:37.344069

ADIDAS,ADIDAS Pantofi sport CF DAILY QT CL W,"204,00","204,00",39 1/3,femei,2019-11-03 17:37:38.628881

ADIDAS,ADIDAS Pantofi sport CF QT RACER,"169,19","180,00",36,femei,2019-11-03 17:37:39.936072

ADIDAS,ADIDAS Pantofi sport CF QT RACER W,"179,20","224,01",39 1/3,femei,2019-11-03 17:37:41.239240

ADIDAS,ADIDAS Pantofi sport CF QT RACER W,"174,58","203,00",40 2/3,femei,2019-11-03 17:37:42.515535

ADIDAS,ADIDAS Pantofi sport CF QT RACER W,"190,00","190,00",39 1/3,femei,2019-11-03 17:37:44.483404

ADIDAS,ADIDAS Pantofi sport CF QTFLEX W,"188,16","224,01",36 2/3,femei,2019-11-03 17:37:45.799806

ADIDAS,ADIDAS Pantofi sport CF QTFLEX W,"190,40","224,01",40 2/3,femei,2019-11-03 17:37:47.521717

ADIDAS,ADIDAS Pantofi sport CF RACER TR W,"198,00","198,00",39 1/3,femei,2019-11-03 17:37:48.775064

ADIDAS,ADIDAS Pantofi sport CF RACER TR W,"194,40","216,00",36,femei,2019-11-03 17:37:50.051740

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR - 563412C,"214,00","214,00",37.5,femei,2019-11-03 17:37:51.356675

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR BREA MATERIAL,"288,00","288,00",38,femei,2019-11-03 17:37:52.879596

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR II,"189,72","204,00",38,femei,2019-11-03 17:37:54.124086

CONVERSE,CONVERSE Pantofi sport CHUCK TAYLOR ALL STAR II,"189,72","204,00",37.5,femei,2019-11-03 17:37:55.460329

REEBOK,REEBOK Pantofi sport CL LTHR,"261,00","261,00",40,femei,2019-11-03 17:37:56.721199

REEBOK,REEBOK Pantofi sport CL LTHR,"286,00","286,00",35,femei,2019-11-03 17:37:58.870425

CHAMPION,CHAMPION Pantofi sport CLASSIC,"132,00","131,99",41,femei,2019-11-03 17:38:00.320262

CHAMPION,CHAMPION Pantofi sport CLASSIC,"114,69","155,00",39,femei,2019-11-03 17:38:05.135991

CHAMPION,CHAMPION Pantofi sport CLASSIC,"84,00","105,01",40,femei,2019-11-03 17:38:06.328009

CHAMPION,CHAMPION Pantofi sport CLASSIC,"88,20","147,00",40,femei,2019-11-03 17:38:08.108453

SLAZENGER,SLAZENGER Pantofi sport CLASSIC 40,"278,99","279,00",40,femei,2019-11-03 17:38:09.375204

ADIDAS,ADIDAS Pantofi sport CLOUDFOAM ADVANTAGE CLEAN W,"207,48","266,00",39 1/3,femei,2019-11-03 17:38:10.574200

ADIDAS,ADIDAS Pantofi sport CLOUDFOAM ULTIMATE,"261,80","308,00",40,femei,2019-11-03 17:38:11.882737

ELLESSE,ELLESSE Pantofi sport COLIN  11 SILVER,"112,50","125,00",37,femei,2019-11-03 17:38:13.110465

ELLESSE,ELLESSE Pantofi sport COLIN  13 PINK,"112,50","125,00",36,femei,2019-11-03 17:38:14.343655

CHAMPION,CHAMPION Pantofi sport CORA,"147,91","174,00",40,femei,2019-11-03 17:38:15.459252

CHAMPION,CHAMPION Pantofi sport CORA,"147,91","174,00",40,femei,2019-11-03 17:38:16.728192

CHAMPION,CHAMPION Pantofi sport CORA,"209,99","209,99",40,femei,2019-11-03 17:38:17.948359

CHAMPION,CHAMPION Pantofi sport CORA,"209,99","209,99",40,femei,2019-11-03 17:38:19.207903

ADIDAS,ADIDAS Pantofi sport COSMIC W,"162,00","161,99",36,femei,2019-11-03 17:38:20.725760

ADIDAS,ADIDAS Pantofi sport COURT ADAPT,"214,00","214,00",39 1/3,femei,2019-11-03 17:38:22.056750

LOTTO,LOTTO Pantofi sport COURT LOGO XVI W,"95,00","190,00",37,femei,2019-11-03 17:38:23.297060

ADIDAS,ADIDAS Pantofi sport COURTSET,"175,00","175,00",39 1/3,femei,2019-11-03 17:38:25.315918

ADIDAS,ADIDAS Pantofi sport COURTSET,"181,00","181,00",39 1/3,femei,2019-11-03 17:38:26.671305

ADIDAS,ADIDAS Pantofi sport COURTSET,"168,00","210,00",40,femei,2019-11-03 17:38:28.626019

ADIDAS,ADIDAS Pantofi sport COURTSET,"178,20","198,00",40,femei,2019-11-03 17:38:30.039617

ADIDAS,ADIDAS Pantofi sport COURTSET,"220,15","259,00",39 1/3,femei,2019-11-03 17:38:31.508804

ADIDAS,ADIDAS Pantofi sport COURTSET,"279,99","280,00",39 1/3,femei,2019-11-03 17:38:32.942668

ADIDAS,ADIDAS Pantofi sport COURTSET W,"151,20","240,00",39 1/3,femei,2019-11-03 17:38:34.291600

ADIDAS,ADIDAS Pantofi sport CRAZYCHAOS,"349,99","349,99",39 1/3,femei,2019-11-03 17:38:35.825437

ADIDAS,ADIDAS Pantofi sport CRAZYCHAOS,"349,99","349,99",39 1/3,femei,2019-11-03 17:38:37.395558

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT BOUNCE 2,"305,00","305,00",41 1/3,femei,2019-11-03 17:38:38.679076

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT BOUNCE 3,"469,99","469,99",39 1/3,femei,2019-11-03 17:38:40.126398

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT TEAM,"379,99","379,99",39 1/3,femei,2019-11-03 17:38:41.602008

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT X 2 MID,"455,00","455,00",41 1/3,femei,2019-11-03 17:38:42.955354

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT X 3,"649,99","649,99",39 1/3,femei,2019-11-03 17:38:44.500502

ADIDAS,ADIDAS Pantofi sport CRAZYFLIGHT X 3  MID,"699,99","699,99",39 1/3,femei,2019-11-03 17:38:45.858934

ADIDAS,ADIDAS Pantofi sport CRAZYMOVE TR,"195,00","195,01",40,femei,2019-11-03 17:38:47.240520

ADIDAS,ADIDAS Pantofi sport CRAZYMOVE TR,"254,00","254,01",39 1/3,femei,2019-11-03 17:38:48.705002

ADIDAS,ADIDAS Pantofi sport CRAZYTRAIN LT W,"254,00","254,01",39 1/3,femei,2019-11-03 17:38:50.195277

ADIDAS,ADIDAS Pantofi sport CRAZYTRAIN LT W,"254,00","254,01",39 1/3,femei,2019-11-03 17:38:51.791709

CHAMPION,CHAMPION Pantofi sport CRISTA VER1,"96,60","138,00",40,femei,2019-11-03 17:38:53.203587

CONVERSE,CONVERSE Pantofi sport CT ALL STAR,"204,00","204,00",39,femei,2019-11-03 17:38:54.669534

CONVERSE,CONVERSE Pantofi sport CT ALL STAR,"204,00","204,00",41,femei,2019-11-03 17:38:56.173496

CONVERSE,CONVERSE Pantofi sport CT ALL STAR II,"200,87","216,00",44.5,femei,2019-11-03 17:38:57.570136

SKECHERS,SKECHERS Pantofi sport D LITES - FRESH START,"329,99","329,99",36,femei,2019-11-03 17:38:58.937043

ADIDAS,ADIDAS Pantofi sport DAILY 2.0,"279,99","280,00",39 1/3,femei,2019-11-03 17:39:00.338576

ADIDAS,ADIDAS Pantofi sport DAILY 2.0,"279,99","280,00",39 1/3,femei,2019-11-03 17:39:02.959509

ELLESSE,ELLESSE Pantofi sport DAISY 01.NAVY,"79,99","100,00",36,femei,2019-11-03 17:39:04.261526

ELLESSE,ELLESSE Pantofi sport DAISY 03.CREAM,"79,99","100,00",36,femei,2019-11-03 17:39:05.600733

ELLESSE,ELLESSE Pantofi sport DEEN 01.PURPLE METALLIC,"81,00","90,00",36,femei,2019-11-03 17:39:07.018425

ELLESSE,ELLESSE Pantofi sport DEEN 02.DK GREY METALLIC,"81,00","90,00",37,femei,2019-11-03 17:39:08.438925

ELLESSE,ELLESSE Pantofi sport DEENA,"78,40","112,00",38,femei,2019-11-03 17:39:09.768172

ELLESSE,ELLESSE Pantofi sport DEENA,"78,40","112,00",38,femei,2019-11-03 17:39:11.094114

ADIDAS,ADIDAS Pantofi sport DURAMO 7 W,"178,20","198,00",39 1/3,femei,2019-11-03 17:39:12.430500

ADIDAS,ADIDAS Pantofi sport DURAMO 8 W UTIBLK/CBLACK/SHOPIN,"201,61","224,01",36,femei,2019-11-03 17:39:16.481592

ADIDAS,ADIDAS Pantofi sport DURAMO 9,"169,00","169,00",39 1/3,femei,2019-11-03 17:39:17.618744

ADIDAS,ADIDAS Pantofi sport DURAMO LITE 2.0,"163,00","162,99",39 1/3,femei,2019-11-03 17:39:18.700693

ADIDAS,ADIDAS Pantofi sport EDGEBOUNCE W,"300,00","300,00",39 1/3,femei,2019-11-03 17:39:19.887444

ELLESSE,ELLESSE Pantofi sport ELIANNE,"71,25","95,00",36,femei,2019-11-03 17:39:20.980352

ADIDAS,ADIDAS Pantofi sport ENERGY BOOST W,"444,57","511,00",39 1/3,femei,2019-11-03 17:39:22.151876

ADIDAS,ADIDAS Pantofi sport ENERGY CLOUD 2 W,"190,40","224,01",40,femei,2019-11-03 17:39:23.198673

ADIDAS,ADIDAS Pantofi sport ENERGY CLOUD V,"175,00","175,00",36,femei,2019-11-03 17:39:24.393947

ADIDAS,ADIDAS Pantofi sport ENERGY CLOUD V,"169,19","180,00",39 1/3,femei,2019-11-03 17:39:25.495663

REEBOK,REEBOK Pantofi sport ENERGYLUX,"156,00","156,00",36,femei,2019-11-03 17:39:26.589708

LOTTO,LOTTO Pantofi sport ESOSPHERE II ALR W,"174,00","174,00",36.5,femei,2019-11-03 17:39:27.645487

REEBOK,REEBOK Pantofi sport ESOTERRA DMX LITE,"174,00","174,00",36,femei,2019-11-03 17:39:28.720662

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN 2,"239,99","239,99",39 1/3,femei,2019-11-03 17:39:29.824126

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN II W,"134,99","150,00",39 1/3,femei,2019-11-03 17:39:30.976467

